0.3848,1.0895,0.91349,0.31832,0.28856,0.35371,0.39264,0.29787,0.14083,0.13051,0.17322,0.30826,0.5884,1.0226,1.4905,2.004,2.1266,1.9173,1.7163,1.4734,1.2344,1.1038,1.1242,1.1218,0.91162,0.9339,0.98406,1.0716,1.0469,0.59526,0.53502,0.49814,0.43233,0.33506,0.33442,0.2398,0.23845,0.20769,0.1868,0.15779,0.17425,0.24219,0.39877,0.85639,2.0481,3.8609,5.6562,5.4962,4.2767,3.7052,3.2181,1.981,1.1738,0.84296,0.38517,0.20485,0.47373,0.39074,0.10843,0.27468,0.49963,0.61921,0.77326,0.85342,0.94924,1.1654
0.88593,0.81082,0.76445,0.78167,0.85097,0.88708,0.90693,0.90409,0.89006,0.88167,0.87752,0.89248,0.94577,0.91034,0.85012,0.79438,0.78295,0.77412,0.74181,0.65867,0.61204,0.61859,0.59946,0.55842,0.47604,0.37621,0.28282,0.2291,0.28462,0.3819,0.50628,0.52597,0.49704,0.7562,1.7206,3.5542,4.4699,4.4173,5.2799,4.2874,3.0018,1.8255,0.50182,0.17127,0.2241,0.29097,0.4051,0.34701,0.34255,0.44102,0.44728,0.43182,0.49631,0.57568,0.76416,0.99713,1.1988,1.4987,1.7402,1.7876,1.6329,1.4711,1.4072,1.3736,1.4256,1.271
0.734,0.75209,0.66235,0.61521,0.64313,0.6456,0.65632,0.66186,0.63176,0.7328,0.63088,0.52702,0.41469,0.55971,0.56971,0.50651,0.42848,0.56654,0.60179,0.65451,0.58649,0.58916,1.1366,0.80137,0.60383,1.3725,2.4272,2.6801,3.5517,3.1665,3.7143,2.1769,1.8513,1.7775,0.91445,0.61822,0.76127,0.97133,0.96873,0.93933,1.0563,1.1429,1.1529,1.2348,1.3899,1.496,1.4269,1.3876,1.3021,1.2866,1.2522,1.2418,1.2045,1.1844,1.1413,1.0759,1.0402,1.0146,1.0116,1.0693,1.0663,1.041,1.05,1.0787,1.0457,1.0312
0.63914,0.58211,0.55955,0.56285,0.5546,0.57694,0.54777,0.54717,0.51824,0.54087,0.26784,0.33971,0.58034,0.78268,0.59886,0.51734,0.4833,0.88537,0.95607,1.2466,1.0162,0.7776,0.85782,1.0895,1.2221,1.8006,1.8829,2.0017,1.5939,1.5768,1.3652,1.0238,0.80458,0.65643,0.53946,0.37232,0.41004,0.39752,0.32313,0.31894,0.42172,0.47773,0.49801,0.50137,0.60829,0.66785,0.66336,0.68179,0.71969,0.69687,0.63372,0.60572,0.60301,0.5526,0.51528,0.51474,0.53312,0.5666,0.49946,0.52632,0.57199,0.60901,0.58126,0.54023,0.51624,0.52084
0.90855,0.8643,0.78943,0.74879,0.78174,0.75494,0.66944,0.60645,0.59614,0.61591,0.53827,0.4624,0.44357,0.41374,0.29561,0.20304,0.15171,0.43922,0.47551,0.43608,0.48073,1.1746,2.2806,3.9667,5.6174,4.9896,5.0438,4.5309,3.1598,1.7344,0.61254,0.25981,0.51461,0.36505,0.32899,0.40928,0.37969,0.16347,0.15653,0.12805,0.23727,0.46406,0.78156,1.0238,1.513,1.8608,1.9387,1.7611,1.6115,1.4917,1.2719,1.108,1.0166,0.94663,1.089,1.0999,1.015,1.151,0.98881,0.87665,0.72225,0.71267,0.78489,0.80684,0.79465,1.1699
1.1127,1.0881,1.1394,0.89903,0.89851,0.89386,0.86662,0.86664,0.89025,0.88737,0.87097,0.8325,0.78796,0.82797,0.84857,0.86026,0.85376,0.93873,0.95616,0.93284,0.90225,0.89831,0.89026,0.90365,0.88943,0.90151,0.90444,0.92311,0.90237,0.8723,0.8509,0.81617,0.8025,0.75833,0.7045,0.66405,0.61622,0.5885,0.55549,0.52378,0.50851,0.50997,0.43148,0.32391,0.1574,0.18454,0.41305,0.70934,0.7616,0.50636,0.49282,0.84142,1.927,4.0329,6.0007,6.6977,6.5864,5.5277,2.6872,1.4431,0.27226,0.55451,0.72712,0.36689,0.31325,0.38818
0.28179,0.21501,0.10615,0.12187,0.15281,0.030514,0.11693,0.28208,0.60799,1.0769,1.7327,2.3563,2.4094,2.088,2.1087,2.113,1.6205,1.2517,1.1332,1.045,0.927,0.98425,0.97654,0.98574,0.96536,1.0022,1.0504,1.0243,0.97829,0.9574,0.97085,0.96632,0.93786,0.94,0.95924,0.98294,0.97149,0.95209,0.93702,0.88735,0.85008,0.8264,0.79784,0.77319,0.7653,0.74366,0.7351,0.73013,0.66503,0.5982,0.56335,0.59606,0.59606,0.47774,0.3122,0.22332,0.18521,0.11938,0.11721,0.27888,0.44369,0.53575,0.36414,0.42499,1.4222,3.5992
5.3562,5.7997,4.4963,4.0231,3.2819,2.1928,1.8641,1.0119,0.36841,0.79941,0.60523,0.23956,0.4065,0.4432,0.47167,0.45895,0.54754,0.75382,0.95852,1.1913,1.4188,1.413,1.2655,1.135,1.1257,1.0691,1.0617,1.0976,1.1082,1.1798,1.2812,1.333,1.1655,1.0977,1.0582,0.99794,0.92322,0.90237,0.92604,0.92196,0.93839,0.934,0.90338,0.90025,0.91128,0.54063,0.46016,0.34149,0.30775,0.20344,0.10619,0.12365,0.30171,0.57557,0.69175,0.63448,0.49741,0.97498,3.0737,5.1671,6.774,5.0222,5.406,4.5599,2.8659,1.2976
0.3848,1.0895,0.91349,0.31832,0.28856,0.35371,0.39264,0.29787,0.14083,0.13051,0.17322,0.30826,0.5884,1.0226,1.4905,2.004,2.1266,1.9173,1.7163,1.4734,1.2344,1.1038,1.1242,1.1218,0.91162,0.9339,0.98406,1.0716,1.0469,0.59526,0.53502,0.49814,0.43233,0.33506,0.33442,0.2398,0.23845,0.20769,0.1868,0.15779,0.17425,0.24219,0.39877,0.85639,2.0481,3.8609,5.6562,5.4962,4.2767,3.7052,3.2181,1.981,1.1738,0.84296,0.38517,0.20485,0.47373,0.39074,0.10843,0.27468,0.49963,0.61921,0.77326,0.85342,0.94924,1.1654
0.97377,0.96668,0.88966,0.83286,0.81744,0.83463,0.81128,0.80659,0.809,0.79343,0.75788,0.73537,0.67762,0.67358,0.67311,0.63583,0.53035,0.38438,0.34129,0.35027,0.28064,0.12263,0.19126,0.35921,0.67522,0.85218,1.6283,2.6889,2.5667,4.487,5.7185,4.5422,3.3515,1.8831,1.2494,0.95117,0.40285,0.31428,0.58866,0.53578,0.31343,0.21445,0.26229,0.19376,0.24243,0.32432,0.40747,0.32522,1.1173,1.24,1.7878,1.9445,1.7796,2.2258,2.7312,2.8335,2.4059,1.9977,1.4835,0.98142,0.6569,0.47323,0.46285,0.45467,0.45612,0.94374
