-2.1973,-4.5167,0.61037,2.1973,-5.1271,-6.9582,-9.3997,-9.1556,-7.3244,-4.883,-5.1271,-5.7375,-5.8596,-7.0803,-7.0803,-5.4933,-5.3713,-4.3947,-4.2726,-4.0284,-4.5167,-4.2726,-4.2726,-4.2726,-4.6388,-4.2726,-3.296,-2.0753,-1.3428,-1.2207,-0.61037,0.4883,-0.85452,0,7.8127,2.3194,-5.6154,-4.2726,-4.883,-4.883,-4.7609,-3.6622,-2.5636,-2.6856,-3.7843,-5.005,-5.3713,-4.883,-4.0284,-3.0519,-2.9298,-2.1973,-0.97659,-1.3428,-1.2207,-1.0987,-0.97659,-0.4883,-0.61037,-1.587,-2.8077,-5.2492,-5.1271,-2.5636,-6.3478,-4.3947
3.7843,-0.73244,-7.8127,-5.2492,-7.2024,-5.1271,-1.709,0.85452,1.709,0.36622,-2.8077,-10.987,-11.109,-10.376,-12.329,-6.7141,-6.8361,-5.2492,-3.4181,-4.2726,-3.4181,-0.97659,-0.85452,1.2207,2.3194,0.61037,0.12207,0.97659,3.4181,6.4699,9.0335,5.1271,9.5218,17.09,13.062,11.719,14.405,13.062,15.87,19.288,20.386,20.142,21.729,22.217,20.386,22.217,21.729,22.095,24.659,23.194,21.851,21.729,20.508,18.799,18.677,18.921,17.457,18.921,21.607,20.631,14.893,8.5452,3.0519,1.2207,-2.8077,2.6856
7.8127,2.5636,-0.24415,0.73244,0.4883,1.9532,4.7609,5.9816,4.5167,5.1271,0.85452,-4.5167,-0.4883,5.6154,15.381,22.217,26.856,27.711,24.415,14.771,5.8596,5.1271,4.7609,2.5636,2.0753,3.296,0.24415,-5.4933,-11.475,-13.428,-12.207,-10.254,-5.8596,-12.207,-19.044,-14.649,-14.527,-12.574,-8.9114,-6.7141,-2.4415,1.709,4.5167,7.9348,9.3997,11.109,12.329,15.259,17.335,16.114,14.161,14.527,7.6907,-1.587,-11.231,-13.794,-11.231,-10.376,-10.743,-12.696,-13.428,-11.597,-12.452,-8.7893,-5.2492,-12.452
-17.945,-18.433,-25.269,-40.651,-55.177,-61.892,-67.995,-66.408,-54.811,-51.515,-48.952,-46.632,-45.9,-37.355,-24.903,-16.48,-13.672,-16.724,-18.189,-23.438,-27.589,-25.636,-22.462,-21.119,-20.753,-20.997,-16.358,-12.329,-10.132,-9.7659,-12.452,-16.968,-21.119,-22.34,-15.503,5.1271,16.968,23.072,36.378,46.632,41.139,43.092,44.923,50.905,68.117,71.902,53.346,41.505,42.482,51.881,60.427,57.497,52.858,46.266,42.97,40.162,8.0569,-18.799,-15.381,4.6388,41.993,46.754,36.866,27.833,23.194,19.288
19.166,34.059,35.401,10.62,-45.045,-77.517,-67.141,-86.55,-114.02,-87.161,-22.706,-1.587,-3.0519,-17.579,-29.664,-27.345,-22.095,-36.256,-66.408,-87.283,-97.049,-109.5,-109.99,-45.412,-0.73244,-1.587,-6.4699,-3.1739,-4.883,-18.677,-20.508,7.2024,57.375,72.39,82.522,90.945,83.743,67.873,62.014,61.892,58.84,52.004,53.591,69.094,76.785,72.024,39.552,0.85452,-7.9348,-2.3194,19.288,39.186,34.669,35.401,21.607,4.6388,3.5401,17.457,22.217,4.0284,-48.83,-102.54,-119.02,-124.88,-116.7,-64.455
-20.631,2.1973,4.3947,-3.7843,-15.625,-39.552,-65.188,-75.076,-93.265,-119.14,-126.83,-104.86,-46.51,-15.137,-5.4933,-10.498,1.9532,10.987,-3.1739,-7.0803,12.207,49.928,64.089,55.91,65.065,75.93,71.78,62.258,53.591,44.191,43.458,51.637,55.177,59.206,65.31,67.629,48.463,13.794,-4.0284,3.4181,24.415,37.721,44.557,28.809,18.799,26.246,1.2207,-7.8127,22.217,37.233,23.194,-28.565,-104.5,-114.14,-95.218,-87.161,-69.094,-36.256,-9.7659,-15.992,-32.594,-35.157,-33.204,-33.204,-37.233,-41.261
-56.764,-83.621,-103.03,-89.358,-57.619,-52.126,-47.609,-46.876,-41.261,-38.453,-39.674,-24.171,17.701,74.099,104.13,94.729,74.709,67.507,71.047,75.564,68.972,60.549,51.637,41.261,34.669,35.89,41.261,37.111,19.654,3.9064,0.12207,8.0569,15.503,19.898,27.833,28.199,30.519,27.589,1.0987,-5.6154,15.015,32.472,16.724,-20.997,-75.076,-92.654,-97.171,-91.433,-61.647,-39.552,-29.298,-22.462,-18.921,-15.503,-16.602,-16.48,-16.846,-32.716,-58.596,-69.216,-49.074,-31.129,-20.997,-16.968,-17.579,-11.475
1.0987,4.3947,-6.3478,-29.42,-17.457,51.271,82.4,77.273,70.193,55.788,43.703,38.697,31.495,30.519,48.341,63.723,70.559,73.855,80.447,61.769,11.719,-28.565,20.386,72.756,32.838,18.067,17.701,3.9064,-8.5452,-15.503,-0.4883,13.062,-10.01,-73.977,-104.62,-95.096,-82.278,-61.403,-37.843,-14.039,-1.4649,-2.4415,-19.776,-32.838,-40.773,-42.604,-44.191,-52.37,-92.532,-133.18,-88.992,-32.105,-19.776,10.132,33.448,26.978,7.0803,-1.4649,-11.719,-17.09,1.2207,69.826,106.94,115.73,102.05,80.691
69.948,61.037,50.417,36.012,27.1,40.04,77.883,89.236,49.928,10.01,-7.0803,-2.4415,19.654,28.687,18.189,10.498,21.729,18.433,5.9816,0,27.1,56.764,36.134,-18.799,-79.226,-105.11,-103.64,-89.602,-70.559,-61.159,-51.027,-39.918,-39.064,-43.336,-42.726,-38.82,-39.552,-36.866,-46.632,-76.296,-91.311,-80.569,-83.01,-83.987,-82.034,-73.366,-67.995,-64.089,-49.44,-35.157,-38.209,-33.937,-0.85452,53.468,73,62.99,65.676,81.668,87.771,69.46,40.529,20.142,15.015,18.555,31.617,39.552
30.03,4.7609,-4.0284,-11.719,-24.293,-24.659,-15.015,-10.865,0.73244,11.719,14.283,15.625,16.114,1.8311,4.0284,29.42,38.697,25.758,-33.937,-97.903,-119.75,-127.81,-141.48,-134.89,-124.39,-110.48,-97.415,-83.01,-78.249,-81.79,-80.447,-77.883,-71.169,-75.32,-99.857,-99.124,-72.878,-67.629,-55.91,-40.162,-20.997,-21.607,-27.1,-22.217,-24.781,-31.617,-27.345,-22.706,-15.137,3.6622,23.316,7.0803,-3.7843,-2.5636,-12.94,-18.921,-13.794,-7.9348,-4.6388,0.36622,4.6388,-0.4883,-9.0335,-25.391,-49.318,-54.445
-41.627,-41.261,-49.684,-42.604,-43.458,-53.468,-63.845,-70.437,-83.01,-91.433,-81.423,-65.065,-37.233,-24.415,-58.473,-123.66,-189.34,-222.54,-240.85,-261.12,-251.47,-207.16,-176.4,-161.75,-174.57,-198.25,-209.36,-210.82,-204.84,-193.24,-170.54,-140.39,-129.28,-140.14,-156.13,-182.38,-198.74,-196.05,-199.47,-187.87,-165.65,-143.31,-121.46,-108.89,-116.46,-121.95,-127.93,-132.94,-122.2,-99.246,-96.683,-96.194,-95.828,-115.6,-136.72,-160.04,-190.31,-198.98,-190.31,-188.85,-193.49,-188.48,-179.45,-170.42,-163.46,-154.67
